"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"OS1-14138","6146","1.00","6.07","95.00","15.00","2023-02-09","131"
"OS1-14139","11389","1.00","126.68","190.00","161.50","2023-02-09","600"
"OS1-14140","1996","1.00","56.00","64.00","60.00","2023-02-09","600"
"OS1-14141","12848","8.00","15.00","20.00","19.00","2023-02-09","600"
"OS1-14142","12852","10.00","15.00","20.00","19.00","2023-02-09","600"
"OS1-14143","12848","1.00","15.00","20.00","19.00","2023-02-09","600"
"OS1-14144","12851","9.00","15.00","20.00","19.00","2023-02-09","600"
"OS1-14145","12784","1.00","0.01","99.00","89.10","2023-02-09","600"
"OS1-14146","5947","1.00","13.75","56.00","23.00","2023-02-09","600"
"OS1-14147","5582","1.00","52.20","60.00","56.00","2023-02-09","600"
"OS1-14148","11768","1.00","35.08","45.00","38.25","2023-02-09","131"
"OS1-14149","5965","1.00","66.00","95.00","75.00","2023-02-09","600"
"OS1-14150","5947","1.00","13.75","56.00","23.00","2023-02-09","131"
"OS1-14151","4625","1.00","0.00","20.00","19.00","2023-02-09","600"
"OS1-14152","1996","1.00","56.00","64.00","60.00","2023-02-09","131"
"OS1-14153","4625","1.00","0.00","20.00","19.00","2023-02-09","600"
"OS1-14154","6029","1.00","41.25","70.00","52.00","2023-02-09","204"
"OS1-14155","2290","1.00","112.00","140.00","126.00","2023-02-09","600"
"OS1-14156","3071","1.00","0.00","99.00","94.00","2023-02-09","600"
"OS1-14157","6111","1.00","163.50","195.00","177.00","2023-02-09","600"
"OS1-14158","11408","1.00","211.80","299.00","275.00","2023-02-09","204"
"OS1-14159","3919","1.00","86.46","99.00","94.05","2023-02-09","600"
"OS1-14160","1996","1.00","56.00","64.00","60.00","2023-02-09","600"
"OS1-14161","3066","1.00","84.97","105.00","94.50","2023-02-09","131"
"OS1-14162","7737","1.00","70.00","140.00","85.00","2023-02-09","600"
"OS1-14163","5947","1.00","13.75","56.00","23.00","2023-02-09","131"
"OS1-14164","8591","1.00","46.00","70.00","60.00","2023-02-09","204"
"OS1-14165","8593","1.00","46.00","70.00","60.00","2023-02-09","204"
"OS1-14166","2346","2.00","62.31","67.00","65.00","2023-02-09","600"
"OS1-14167","4625","2.00","0.00","20.00","19.00","2023-02-09","600"
"OS1-14168","3041","1.00","96.00","108.00","102.00","2023-02-09","600"
"OS1-14169","2346","2.00","62.31","67.00","65.00","2023-02-09","600"
"OS1-14170","13588","2.00","100.00","165.00","110.00","2023-02-09","600"
"OS1-14171","13226","2.00","176.00","220.00","198.00","2023-02-09","600"
"OS1-14108","8796","2.00","39.10","95.00","47.00","2023-02-08","131"
"OS1-14109","6146","1.00","6.07","95.00","15.00","2023-02-08","131"
"OS1-14110","5965","1.00","66.00","95.00","75.00","2023-02-08","100"
"OS1-14111","5965","2.00","66.00","95.00","75.00","2023-02-08","100"
"OS1-14112","1996","2.00","56.00","64.00","60.00","2023-02-08","100"
"OS1-14113","6146","1.00","6.07","95.00","15.00","2023-02-08","100"
"OS1-14114","3558","2.00","41.07","50.00","46.00","2023-02-08","100"
"OS1-14115","1996","2.00","56.00","64.00","60.00","2023-02-08","100"
"OS1-14116","13588","1.00","100.00","165.00","110.00","2023-02-08","100"
"OS1-14117","8796","1.00","39.10","95.00","47.00","2023-02-08","131"
"OS1-14118","11174","1.00","20.00","40.00","30.00","2023-02-08","100"
"OS1-14119","11751","1.00","6.82","15.00","10.00","2023-02-08","600"
"OS1-14120","6557","1.00","15.00","25.00","22.00","2023-02-08","600"
"OS1-14121","8796","1.00","39.10","95.00","47.00","2023-02-08","600"
"OS1-14122","6622","1.00","140.00","195.00","165.00","2023-02-08","600"
"OS1-14123","6622","1.00","140.00","195.00","165.00","2023-02-08","600"
"OS1-14124","8131","1.00","70.00","140.00","85.00","2023-02-08","600"
"OS1-14125","7736","1.00","70.00","140.00","85.00","2023-02-08","600"
"OS1-14126","6521","1.00","12.25","25.00","18.00","2023-02-08","600"
"OS1-14127","9320","1.00","25.57","35.00","31.50","2023-02-08","134"
"OS1-14128","13698","1.00","65.00","95.00","85.00","2023-02-08","134"
"OS1-14129","6683","6.00","4.50","7.00","6.50","2023-02-08","134"
"OS1-14130","5947","2.00","13.75","56.00","23.00","2023-02-08","134"
"OS1-14131","13698","1.00","65.00","95.00","85.00","2023-02-08","134"
"OS1-14132","8796","1.00","39.10","95.00","47.00","2023-02-08","134"
"OS1-14133","12786","1.00","79.20","99.00","89.10","2023-02-08","134"
"OS1-14134","4434","1.00","8.01","10.00","10.00","2023-02-08","134"
"OS1-14135","6146","1.00","6.07","95.00","15.00","2023-02-08","131"
"OS1-14055","5965","1.00","66.00","95.00","75.00","2023-02-07","100"
"OS1-14056","3068","1.00","84.60","99.00","89.00","2023-02-07","100"
"OS1-14057","5947","1.00","13.75","56.00","23.00","2023-02-07","100"
"OS1-14058","9320","1.00","25.57","35.00","31.50","2023-02-07","100"
"OS1-14059","9320","1.00","25.57","35.00","31.50","2023-02-07","100"
"OS1-14060","9320","1.00","25.57","35.00","31.50","2023-02-07","100"
"OS1-14061","10941","1.00","570.00","785.00","635.00","2023-02-07","100"
"OS1-14062","5947","4.00","13.75","56.00","23.00","2023-02-07","100"
"OS1-14063","1996","10.00","56.00","64.00","60.00","2023-02-07","100"
"OS1-14064","1725","1.00","74.48","80.00","78.00","2023-02-07","100"
"OS1-14065","1996","1.00","56.00","64.00","60.00","2023-02-07","131"
"OS1-14066","5947","2.00","13.75","56.00","23.00","2023-02-07","131"
"OS1-14067","7622","1.00","312.50","495.00","345.00","2023-02-07","100"
"OS1-14068","726","1.00","61.60","75.00","71.50","2023-02-07","100"
"OS1-14069","10563","2.00","1.66","2.00","2.00","2023-02-07","131"
"OS1-14070","3262","1.00","84.00","105.00","89.25","2023-02-07","131"
"OS1-14071","5965","1.00","66.00","95.00","75.00","2023-02-07","100"
"OS1-14072","10897","1.00","68.57","160.00","80.00","2023-02-07","100"
"OS1-14073","6521","1.00","12.25","25.00","18.00","2023-02-07","100"
"OS1-14074","6521","1.00","12.25","25.00","18.00","2023-02-07","133"
"OS1-14075","6521","2.00","12.25","25.00","18.00","2023-02-07","133"
"OS1-14076","13588","2.00","100.00","165.00","110.00","2023-02-07","133"
"OS1-14077","13588","2.00","100.00","165.00","110.00","2023-02-07","133"
"OS1-14078","4625","2.00","0.00","20.00","19.00","2023-02-07","133"
"OS1-14079","10631","1.00","60.00","140.00","70.00","2023-02-07","133"
"OS1-14080","5947","4.00","13.75","56.00","23.00","2023-02-07","133"
"OS1-14081","3066","1.00","84.97","105.00","94.50","2023-02-07","100"
"OS1-14082","4435","1.00","7.86","10.00","10.00","2023-02-07","133"
"OS1-14083","6557","1.00","15.00","25.00","22.00","2023-02-07","133"
"OS1-14084","1996","4.00","56.00","64.00","60.00","2023-02-07","131"
"OS1-14085","10563","3.00","1.66","2.00","2.00","2023-02-07","133"
"OS1-14086","4625","2.00","0.00","20.00","19.00","2023-02-07","133"
"OS1-14087","12038","1.00","88.00","200.00","100.00","2023-02-07","133"
"OS1-14088","6315","2.00","112.50","240.00","130.00","2023-02-07","131"
"OS1-14089","3066","1.00","84.97","105.00","94.50","2023-02-07","133"
"OS1-14090","10563","2.00","1.66","2.00","2.00","2023-02-07","133"
"OS1-14091","1723","1.00","40.50","45.00","42.75","2023-02-07","133"
"OS1-14092","8449","2.00","26.25","35.00","29.75","2023-02-07","133"
"OS1-14093","12568","1.00","26.25","35.00","29.75","2023-02-07","133"
"OS1-14094","8447","1.00","27.00","35.00","29.75","2023-02-07","133"
"OS1-14095","6146","2.00","6.07","95.00","15.00","2023-02-07","133"
"OS1-14096","5963","1.00","12.50","24.00","20.00","2023-02-07","133"
"OS1-14097","6820","1.00","18.00","35.00","25.00","2023-02-07","133"
"OS1-14098","3558","1.00","41.07","50.00","46.00","2023-02-07","133"
"OS1-14099","9044","1.00","437.50","600.00","499.00","2023-02-07","133"
"OS1-14100","4434","1.00","8.01","10.00","10.00","2023-02-07","133"
"OS1-14101","3558","1.00","41.07","50.00","46.00","2023-02-07","133"
"OS1-14102","3558","1.00","41.07","50.00","46.00","2023-02-07","133"
"OS1-14103","1996","2.00","56.00","64.00","60.00","2023-02-07","133"
"OS1-14104","4578","1.00","74.75","115.00","92.00","2023-02-07","133"
"OS1-14105","3558","2.00","41.07","50.00","46.00","2023-02-07","131"
"OS1-14106","12797","1.00","80.00","200.00","95.00","2023-02-07","600"
"OS1-14107","3558","1.00","41.07","50.00","46.00","2023-02-07","600"
"OS1-14001","10234","1.00","116.00","197.00","167.00","2023-02-06","100"
"OS1-14002","10234","1.00","116.00","210.00","189.00","2023-02-06","100"
"OS1-14003","2964","1.00","193.98","240.00","215.00","2023-02-06","100"
"OS1-14004","1996","2.00","56.00","64.00","60.00","2023-02-06","131"
"OS1-14005","13284","2.00","38.33","50.00","44.00","2023-02-06","134"
"OS1-14006","4435","1.00","7.86","10.00","10.00","2023-02-06","134"
"OS1-14007","12207","1.00","90.00","120.00","105.00","2023-02-06","131"
"OS1-14008","2964","1.00","193.98","240.00","215.00","2023-02-06","134"
"OS1-14009","3068","1.00","84.60","99.00","89.00","2023-02-06","131"
"OS1-14010","4434","1.00","8.01","10.00","10.00","2023-02-06","131"
"OS1-14011","4435","1.00","7.86","10.00","10.00","2023-02-06","131"
"OS1-14012","6622","2.00","140.00","195.00","165.00","2023-02-06","134"
"OS1-14013","10952","1.00","54.00","101.00","68.00","2023-02-06","131"
"OS1-14014","8131","1.00","70.00","140.00","85.00","2023-02-06","134"
"OS1-14015","5965","1.00","66.00","95.00","75.00","2023-02-06","134"
"OS1-14016","6557","1.00","15.00","25.00","22.00","2023-02-06","134"
"OS1-14017","12135","1.00","87.50","105.00","99.00","2023-02-06","134"
"OS1-14018","3919","1.00","86.46","99.00","94.05","2023-02-06","134"
"OS1-14019","8311","2.00","165.00","205.00","190.00","2023-02-06","131"
"OS1-14020","6557","1.00","15.00","25.00","22.00","2023-02-06","134"
"OS1-14021","6005","1.00","7.87","35.00","17.00","2023-02-06","134"
"OS1-14022","6146","2.00","6.07","95.00","15.00","2023-02-06","131"
"OS1-14023","6146","1.00","6.07","95.00","15.00","2023-02-06","134"
"OS1-14024","12135","1.00","87.50","105.00","99.00","2023-02-06","134"
"OS1-14025","4434","1.00","8.01","10.00","10.00","2023-02-06","134"
"OS1-14026","742","1.00","118.75","190.00","150.00","2023-02-06","134"
"OS1-14027","13731","1.00","0.00","55.00","50.00","2023-02-06","134"
"OS1-14028","7464","1.00","7.71","10.00","10.00","2023-02-06","131"
"OS1-14029","2370","1.00","83.88","149.00","119.20","2023-02-06","131"
"OS1-14030","2885","1.00","25.70","30.00","28.00","2023-02-06","134"
"OS1-14031","13657","2.00","40.00","80.00","45.00","2023-02-06","131"
"OS1-14032","6005","10.00","7.87","35.00","17.00","2023-02-06","131"
"OS1-14033","6146","1.00","6.07","95.00","15.00","2023-02-06","131"
"OS1-14034","2528","1.00","96.33","99.00","95.00","2023-02-06","134"
"OS1-14035","4543","1.00","42.25","65.00","52.00","2023-02-06","134"
"OS1-14036","6315","1.00","112.50","240.00","130.00","2023-02-06","131"
"OS1-14037","7622","1.00","312.50","495.00","345.00","2023-02-06","134"
"OS1-14038","1996","2.00","56.00","64.00","60.00","2023-02-06","131"
"OS1-14039","1996","1.00","56.00","64.00","60.00","2023-02-06","131"
"OS1-14040","7464","1.00","7.71","10.00","10.00","2023-02-06","134"
"OS1-14041","7622","1.00","312.50","495.00","345.00","2023-02-06","134"
"OS1-14042","2849","1.00","30.00","45.00","43.00","2023-02-06","134"
"OS1-14043","4625","2.00","0.00","20.00","19.00","2023-02-06","134"
"OS1-14044","2084","1.00","34.00","40.00","35.00","2023-02-06","134"
"OS1-14045","7464","1.00","7.71","10.00","10.00","2023-02-06","131"
"OS1-14046","6683","10.00","4.50","7.00","6.50","2023-02-06","131"
"OS1-14047","7617","1.00","431.84","490.00","441.00","2023-02-06","134"
"OS1-14048","8061","1.00","135.60","199.00","149.00","2023-02-06","134"
"OS1-14049","6315","1.00","112.50","240.00","130.00","2023-02-06","134"
"OS1-14050","12038","1.00","88.00","200.00","100.00","2023-02-06","131"
"OS1-14051","7622","2.00","312.50","495.00","345.00","2023-02-06","131"
"OS1-14052","13336","1.00","26.40","120.00","60.00","2023-02-06","134"
"OS1-14053","10631","1.00","60.00","140.00","70.00","2023-02-06","134"
"OS1-14054","13622","1.00","0.00","299.00","269.00","2023-02-06","134"
"OS1-13972","6853","1.00","66.08","120.00","110.00","2023-02-05","100"
"OS1-13973","3080","1.00","132.00","125.00","120.00","2023-02-05","100"
"OS1-13974","4434","1.00","8.01","10.00","10.00","2023-02-05","100"
"OS1-13975","3076","1.00","21.84","25.00","24.00","2023-02-05","100"
"OS1-13976","6622","1.00","140.00","195.00","165.00","2023-02-05","100"
"OS1-13977","5947","2.00","13.75","56.00","23.00","2023-02-05","131"
"OS1-13978","1996","1.00","56.00","64.00","60.00","2023-02-05","100"
"OS1-13979","3001","1.00","15.48","20.00","20.00","2023-02-05","100"
"OS1-13980","5947","2.00","13.75","56.00","23.00","2023-02-05","100"
"OS1-13981","5947","2.00","13.75","56.00","23.00","2023-02-05","100"
"OS1-13982","2871","1.00","108.00","140.00","120.00","2023-02-05","100"
"OS1-13983","2871","2.00","108.00","140.00","120.00","2023-02-05","100"
"OS1-13984","12038","2.00","88.00","200.00","100.00","2023-02-05","100"
"OS1-13985","940","1.00","8.60","10.00","10.00","2023-02-05","100"
"OS1-13986","3975","1.00","168.78","295.00","280.00","2023-02-05","100"
"OS1-13987","11751","2.00","6.82","15.00","10.00","2023-02-05","100"
"OS1-13988","13544","1.00","0.00","85.00","76.00","2023-02-05","600"
"OS1-13989","4436","10.00","7.78","10.00","10.00","2023-02-05","600"
"OS1-13990","8625","1.00","15.48","20.00","18.00","2023-02-05","600"
"OS1-13991","7464","1.00","7.71","10.00","10.00","2023-02-05","600"
"OS1-13992","13726","1.00","0.00","170.00","145.00","2023-02-05","600"
"OS1-13993","3041","1.00","96.00","108.00","102.00","2023-02-05","600"
"OS1-13994","13730","1.00","0.00","120.00","102.00","2023-02-05","600"
"OS1-13995","4574","1.00","78.00","120.00","96.00","2023-02-05","600"
"OS1-13996","2528","1.00","96.33","99.00","95.00","2023-02-05","600"
"OS1-13997","13288","1.00","87.33","99.00","95.00","2023-02-05","600"
"OS1-13998","1996","1.00","56.00","64.00","60.00","2023-02-05","600"
"OS1-13999","11751","1.00","6.82","15.00","10.00","2023-02-05","600"
"OS1-14000","6622","1.00","140.00","195.00","165.00","2023-02-05","131"
"OS1-13945","599","1.00","15.00","25.00","22.00","2023-02-04","100"
"OS1-13946","574","1.00","172.77","215.00","195.00","2023-02-04","100"
"OS1-13947","1996","1.00","56.00","64.00","60.00","2023-02-04","100"
"OS1-13948","13284","1.00","38.33","50.00","44.00","2023-02-04","100"
"OS1-13949","2417","1.00","106.00","120.00","114.00","2023-02-04","100"
"OS1-13950","1790","4.00","52.00","55.00","53.00","2023-02-04","100"
"OS1-13951","9320","1.00","25.57","35.00","31.50","2023-02-04","100"
"OS1-13952","3064","1.00","84.97","105.00","94.50","2023-02-04","100"
"OS1-13953","13657","1.00","40.00","80.00","50.00","2023-02-04","131"
"OS1-13954","501","1.00","85.00","110.00","95.00","2023-02-04","134"
"OS1-13955","2302","1.00","128.00","160.00","144.00","2023-02-04","134"
"OS1-13956","8950","1.00","1.18","130.00","99.00","2023-02-04","134"
"OS1-13957","1419","1.00","134.70","130.00","135.00","2023-02-04","134"
"OS1-13958","4436","3.00","7.78","10.00","10.00","2023-02-04","134"
"OS1-13959","11141","1.00","34.00","55.00","47.00","2023-02-04","134"
"OS1-13960","4434","1.00","8.01","10.00","10.00","2023-02-04","134"
"OS1-13961","11768","1.00","35.08","45.00","38.25","2023-02-04","134"
"OS1-13962","13621","1.00","0.00","380.00","349.60","2023-02-04","134"
"OS1-13963","6683","3.00","4.50","7.00","6.50","2023-02-04","600"
"OS1-13964","11141","1.00","34.00","55.00","47.00","2023-02-04","600"
"OS1-13965","7464","1.00","7.71","10.00","10.00","2023-02-04","131"
"OS1-13966","7464","10.00","7.71","10.00","10.00","2023-02-04","131"
"OS1-13967","2528","1.00","96.33","99.00","95.00","2023-02-04","134"
"OS1-13968","4141","1.00","185.00","225.00","195.00","2023-02-04","134"
"OS1-13969","1997","6.00","37.50","45.00","42.75","2023-02-04","131"
"OS1-13970","6146","10.00","6.07","95.00","15.00","2023-02-04","131"
"OS1-13971","3068","1.00","84.60","99.00","89.00","2023-02-04","600"
"OS1-13918","6405","1.00","57.00","65.00","68.00","2023-02-03","100"
"OS1-13919","1996","1.00","56.00","64.00","60.00","2023-02-03","100"
"OS1-13920","1996","1.00","56.00","64.00","60.00","2023-02-03","100"
"OS1-13921","11960","1.00","253.07","449.00","349.00","2023-02-03","134"
"OS1-13922","9309","1.00","159.21","199.00","169.15","2023-02-03","134"
"OS1-13923","6081","1.00","29.00","75.00","45.00","2023-02-03","134"
"OS1-13924","6521","1.00","12.25","25.00","18.00","2023-02-03","134"
"OS1-13925","6033","1.00","44.84","92.00","58.00","2023-02-03","131"
"OS1-13926","5965","1.00","66.00","95.00","75.00","2023-02-03","131"
"OS1-13927","4436","1.00","7.78","10.00","10.00","2023-02-03","131"
"OS1-13928","6634","2.00","90.00","125.00","98.00","2023-02-03","131"
"OS1-13929","6555","1.00","20.00","30.00","25.00","2023-02-03","134"
"OS1-13930","4625","2.00","0.00","20.00","19.00","2023-02-03","134"
"OS1-13931","11527","1.00","95.00","155.00","135.00","2023-02-03","134"
"OS1-13932","1996","2.00","56.00","64.00","60.00","2023-02-03","134"
"OS1-13933","11390","1.00","126.68","190.00","161.50","2023-02-03","134"
"OS1-13934","5947","1.00","13.75","56.00","23.00","2023-02-03","131"
"OS1-13935","8817","2.00","60.00","149.00","74.50","2023-02-03","131"
"OS1-13936","8447","1.00","27.00","35.00","29.75","2023-02-03","134"
"OS1-13937","1996","1.00","56.00","64.00","60.00","2023-02-03","131"
"OS1-13938","6521","1.00","12.25","25.00","18.00","2023-02-03","131"
"OS1-13939","8448","2.00","27.00","35.00","29.75","2023-02-03","134"
"OS1-13940","4434","1.00","8.01","10.00","10.00","2023-02-03","134"
"OS1-13941","12786","1.00","79.20","99.00","89.10","2023-02-03","134"
"OS1-13942","1790","1.00","52.00","55.00","53.00","2023-02-03","134"
"OS1-13943","3075","1.00","84.60","99.00","89.00","2023-02-03","134"
"OS1-13944","6521","1.00","12.25","25.00","18.00","2023-02-03","600"
"OS1-13876","5947","1.00","13.75","56.00","23.00","2023-02-02","100"
"OS1-13877","10586","1.00","55.90","65.00","61.00","2023-02-02","100"
"OS1-13878","599","1.00","15.00","25.00","22.00","2023-02-02","100"
"OS1-13879","1275","1.00","98.27","115.00","106.00","2023-02-02","600"
"OS1-13880","3041","2.00","96.00","108.00","102.00","2023-02-02","600"
"OS1-13881","12421","1.00","16.50","25.00","21.25","2023-02-02","600"
"OS1-13882","1996","1.00","56.00","64.00","60.00","2023-02-02","131"
"OS1-13883","6521","1.00","12.25","25.00","18.00","2023-02-02","134"
"OS1-13884","3719","1.00","42.25","50.00","47.00","2023-02-02","134"
"OS1-13885","8817","2.00","60.00","149.00","74.50","2023-02-02","131"
"OS1-13886","13493","1.00","0.00","99.00","94.00","2023-02-02","134"
"OS1-13887","3001","1.00","15.48","20.00","20.00","2023-02-02","131"
"OS1-13888","13284","1.00","38.33","50.00","44.00","2023-02-02","131"
"OS1-13889","12784","1.00","0.01","99.00","89.10","2023-02-02","600"
"OS1-13890","12785","1.00","79.20","99.00","89.10","2023-02-02","600"
"OS1-13891","11768","1.00","35.08","45.00","38.25","2023-02-02","134"
"OS1-13892","7464","2.00","7.71","10.00","10.00","2023-02-02","131"
